reference_scene,secondary_scene,reference_date,secondary_date,temporal_baseline_days,orbit_direction,relative_orbit,pair_key,selection_status
S1D_IW_SLC__1SDV_20260804T122024_20260804T122051_003976_00737A_7892,S1D_IW_SLC__1SDV_20260816T122025_20260816T122052_004151_007980_8064,2026-08-04,2026-08-16,12.0,ASCENDING,85,S1D_IW_SLC__1SDV_20260804T122024_20260804T122051_003976_00737A_7892__S1D_IW_SLC__1SDV_20260816T122025_20260816T122052_004151_007980_8064,CANDIDATE
S1D_IW_SLC__1SDV_20260828T122025_20260828T122052_004326_007FA4_5013,S1D_IW_SLC__1SDV_20260909T122026_20260909T122052_004501_0085C5_FC32,2026-08-28,2026-09-09,12.0,ASCENDING,85,S1D_IW_SLC__1SDV_20260828T122025_20260828T122052_004326_007FA4_5013__S1D_IW_SLC__1SDV_20260909T122026_20260909T122052_004501_0085C5_FC32,CANDIDATE
S1A_IW_SLC__1SDV_20240102T000439_20240102T000506_051920_0645E2_BFE4,S1A_IW_SLC__1SDV_20240114T000438_20240114T000505_052095_064BDC_0A40,2024-01-02,2024-01-14,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240102T000439_20240102T000506_051920_0645E2_BFE4__S1A_IW_SLC__1SDV_20240114T000438_20240114T000505_052095_064BDC_0A40,CANDIDATE
S1A_IW_SLC__1SDV_20240102T000439_20240102T000506_051920_0645E2_BFE4,S1A_IW_SLC__1SDV_20240126T000438_20240126T000505_052270_0651B8_0AF7,2024-01-02,2024-01-26,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240102T000439_20240102T000506_051920_0645E2_BFE4__S1A_IW_SLC__1SDV_20240126T000438_20240126T000505_052270_0651B8_0AF7,CANDIDATE
S1A_IW_SLC__1SDV_20240114T000438_20240114T000505_052095_064BDC_0A40,S1A_IW_SLC__1SDV_20240126T000438_20240126T000505_052270_0651B8_0AF7,2024-01-14,2024-01-26,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240114T000438_20240114T000505_052095_064BDC_0A40__S1A_IW_SLC__1SDV_20240126T000438_20240126T000505_052270_0651B8_0AF7,CANDIDATE
S1A_IW_SLC__1SDV_20240114T000438_20240114T000505_052095_064BDC_0A40,S1A_IW_SLC__1SDV_20240207T000438_20240207T000505_052445_0657A8_3A6C,2024-01-14,2024-02-07,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240114T000438_20240114T000505_052095_064BDC_0A40__S1A_IW_SLC__1SDV_20240207T000438_20240207T000505_052445_0657A8_3A6C,CANDIDATE
S1A_IW_SLC__1SDV_20240126T000438_20240126T000505_052270_0651B8_0AF7,S1A_IW_SLC__1SDV_20240207T000438_20240207T000505_052445_0657A8_3A6C,2024-01-26,2024-02-07,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240126T000438_20240126T000505_052270_0651B8_0AF7__S1A_IW_SLC__1SDV_20240207T000438_20240207T000505_052445_0657A8_3A6C,CANDIDATE
S1A_IW_SLC__1SDV_20240207T000438_20240207T000505_052445_0657A8_3A6C,S1A_IW_SLC__1SDV_20240302T000438_20240302T000505_052795_06638E_27F6,2024-02-07,2024-03-02,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240207T000438_20240207T000505_052445_0657A8_3A6C__S1A_IW_SLC__1SDV_20240302T000438_20240302T000505_052795_06638E_27F6,CANDIDATE
S1A_IW_SLC__1SDV_20240302T000438_20240302T000505_052795_06638E_27F6,S1A_IW_SLC__1SDV_20240314T000438_20240314T000505_052970_066981_ABD6,2024-03-02,2024-03-14,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240302T000438_20240302T000505_052795_06638E_27F6__S1A_IW_SLC__1SDV_20240314T000438_20240314T000505_052970_066981_ABD6,CANDIDATE
S1A_IW_SLC__1SDV_20240302T000438_20240302T000505_052795_06638E_27F6,S1A_IW_SLC__1SDV_20240326T000438_20240326T000505_053145_067032_559C,2024-03-02,2024-03-26,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240302T000438_20240302T000505_052795_06638E_27F6__S1A_IW_SLC__1SDV_20240326T000438_20240326T000505_053145_067032_559C,CANDIDATE
S1A_IW_SLC__1SDV_20240314T000438_20240314T000505_052970_066981_ABD6,S1A_IW_SLC__1SDV_20240326T000438_20240326T000505_053145_067032_559C,2024-03-14,2024-03-26,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240314T000438_20240314T000505_052970_066981_ABD6__S1A_IW_SLC__1SDV_20240326T000438_20240326T000505_053145_067032_559C,CANDIDATE
S1A_IW_SLC__1SDV_20240314T000438_20240314T000505_052970_066981_ABD6,S1A_IW_SLC__1SDV_20240407T000438_20240407T000506_053320_0676E0_503C,2024-03-14,2024-04-07,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240314T000438_20240314T000505_052970_066981_ABD6__S1A_IW_SLC__1SDV_20240407T000438_20240407T000506_053320_0676E0_503C,CANDIDATE
S1A_IW_SLC__1SDV_20240326T000438_20240326T000505_053145_067032_559C,S1A_IW_SLC__1SDV_20240407T000438_20240407T000506_053320_0676E0_503C,2024-03-26,2024-04-07,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240326T000438_20240326T000505_053145_067032_559C__S1A_IW_SLC__1SDV_20240407T000438_20240407T000506_053320_0676E0_503C,CANDIDATE
S1A_IW_SLC__1SDV_20240407T000438_20240407T000506_053320_0676E0_503C,S1A_IW_SLC__1SDV_20240419T000439_20240419T000506_053495_067DD4_1C3F,2024-04-07,2024-04-19,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240407T000438_20240407T000506_053320_0676E0_503C__S1A_IW_SLC__1SDV_20240419T000439_20240419T000506_053495_067DD4_1C3F,CANDIDATE
S1A_IW_SLC__1SDV_20240419T000439_20240419T000506_053495_067DD4_1C3F,S1A_IW_SLC__1SDV_20240501T000439_20240501T000506_053670_0684AE_4F43,2024-04-19,2024-05-01,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240419T000439_20240419T000506_053495_067DD4_1C3F__S1A_IW_SLC__1SDV_20240501T000439_20240501T000506_053670_0684AE_4F43,CANDIDATE
S1A_IW_SLC__1SDV_20240501T000439_20240501T000506_053670_0684AE_4F43,S1A_IW_SLC__1SDV_20240525T000439_20240525T000506_054020_069143_541D,2024-05-01,2024-05-25,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240501T000439_20240501T000506_053670_0684AE_4F43__S1A_IW_SLC__1SDV_20240525T000439_20240525T000506_054020_069143_541D,CANDIDATE
S1A_IW_SLC__1SDV_20240525T000439_20240525T000506_054020_069143_541D,S1A_IW_SLC__1SDV_20240606T000438_20240606T000505_054195_06974D_FCBA,2024-05-25,2024-06-06,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240525T000439_20240525T000506_054020_069143_541D__S1A_IW_SLC__1SDV_20240606T000438_20240606T000505_054195_06974D_FCBA,CANDIDATE
S1A_IW_SLC__1SDV_20240525T000439_20240525T000506_054020_069143_541D,S1A_IW_SLC__1SDV_20240618T000438_20240618T000505_054370_069D59_9296,2024-05-25,2024-06-18,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240525T000439_20240525T000506_054020_069143_541D__S1A_IW_SLC__1SDV_20240618T000438_20240618T000505_054370_069D59_9296,CANDIDATE
S1A_IW_SLC__1SDV_20240606T000438_20240606T000505_054195_06974D_FCBA,S1A_IW_SLC__1SDV_20240618T000438_20240618T000505_054370_069D59_9296,2024-06-06,2024-06-18,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240606T000438_20240606T000505_054195_06974D_FCBA__S1A_IW_SLC__1SDV_20240618T000438_20240618T000505_054370_069D59_9296,CANDIDATE
S1A_IW_SLC__1SDV_20240618T000438_20240618T000505_054370_069D59_9296,S1A_IW_SLC__1SDV_20240712T000437_20240712T000504_054720_06A984_7A89,2024-06-18,2024-07-12,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240618T000438_20240618T000505_054370_069D59_9296__S1A_IW_SLC__1SDV_20240712T000437_20240712T000504_054720_06A984_7A89,CANDIDATE
S1A_IW_SLC__1SDV_20240712T000437_20240712T000504_054720_06A984_7A89,S1A_IW_SLC__1SDV_20240724T000437_20240724T000504_054895_06AF99_32B0,2024-07-12,2024-07-24,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240712T000437_20240712T000504_054720_06A984_7A89__S1A_IW_SLC__1SDV_20240724T000437_20240724T000504_054895_06AF99_32B0,CANDIDATE
S1A_IW_SLC__1SDV_20240712T000437_20240712T000504_054720_06A984_7A89,S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63,2024-07-12,2024-08-05,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240712T000437_20240712T000504_054720_06A984_7A89__S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63,CANDIDATE
S1A_IW_SLC__1SDV_20240724T000437_20240724T000504_054895_06AF99_32B0,S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63,2024-07-24,2024-08-05,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240724T000437_20240724T000504_054895_06AF99_32B0__S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63,CANDIDATE
S1A_IW_SLC__1SDV_20240724T000437_20240724T000504_054895_06AF99_32B0,S1A_IW_SLC__1SDV_20240817T000436_20240817T000504_055245_06BC09_4B0F,2024-07-24,2024-08-17,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240724T000437_20240724T000504_054895_06AF99_32B0__S1A_IW_SLC__1SDV_20240817T000436_20240817T000504_055245_06BC09_4B0F,CANDIDATE
S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63,S1A_IW_SLC__1SDV_20240817T000436_20240817T000504_055245_06BC09_4B0F,2024-08-05,2024-08-17,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63__S1A_IW_SLC__1SDV_20240817T000436_20240817T000504_055245_06BC09_4B0F,CANDIDATE
S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63,S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4,2024-08-05,2024-08-29,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240805T000437_20240805T000504_055070_06B5A2_5C63__S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4,CANDIDATE
S1A_IW_SLC__1SDV_20240817T000436_20240817T000504_055245_06BC09_4B0F,S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4,2024-08-17,2024-08-29,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240817T000436_20240817T000504_055245_06BC09_4B0F__S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4,CANDIDATE
S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4,S1A_IW_SLC__1SDV_20240910T000437_20240910T000504_055595_06C947_9810,2024-08-29,2024-09-10,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4__S1A_IW_SLC__1SDV_20240910T000437_20240910T000504_055595_06C947_9810,CANDIDATE
S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4,S1A_IW_SLC__1SDV_20240922T000437_20240922T000505_055770_06D027_86EC,2024-08-29,2024-09-22,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240829T000437_20240829T000504_055420_06C27C_BAF4__S1A_IW_SLC__1SDV_20240922T000437_20240922T000505_055770_06D027_86EC,CANDIDATE
S1A_IW_SLC__1SDV_20240910T000437_20240910T000504_055595_06C947_9810,S1A_IW_SLC__1SDV_20240922T000437_20240922T000505_055770_06D027_86EC,2024-09-10,2024-09-22,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240910T000437_20240910T000504_055595_06C947_9810__S1A_IW_SLC__1SDV_20240922T000437_20240922T000505_055770_06D027_86EC,CANDIDATE
S1A_IW_SLC__1SDV_20240922T000437_20240922T000505_055770_06D027_86EC,S1A_IW_SLC__1SDV_20241004T000438_20241004T000505_055945_06D71E_3635,2024-09-22,2024-10-04,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20240922T000437_20240922T000505_055770_06D027_86EC__S1A_IW_SLC__1SDV_20241004T000438_20241004T000505_055945_06D71E_3635,CANDIDATE
S1A_IW_SLC__1SDV_20241004T000438_20241004T000505_055945_06D71E_3635,S1A_IW_SLC__1SDV_20241016T000438_20241016T000505_056120_06DDFB_E023,2024-10-04,2024-10-16,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241004T000438_20241004T000505_055945_06D71E_3635__S1A_IW_SLC__1SDV_20241016T000438_20241016T000505_056120_06DDFB_E023,CANDIDATE
S1A_IW_SLC__1SDV_20241004T000438_20241004T000505_055945_06D71E_3635,S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3,2024-10-04,2024-10-28,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241004T000438_20241004T000505_055945_06D71E_3635__S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3,CANDIDATE
S1A_IW_SLC__1SDV_20241016T000438_20241016T000505_056120_06DDFB_E023,S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3,2024-10-16,2024-10-28,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241016T000438_20241016T000505_056120_06DDFB_E023__S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3,CANDIDATE
S1A_IW_SLC__1SDV_20241016T000438_20241016T000505_056120_06DDFB_E023,S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7,2024-10-16,2024-11-09,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241016T000438_20241016T000505_056120_06DDFB_E023__S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7,CANDIDATE
S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3,S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7,2024-10-28,2024-11-09,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3__S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7,CANDIDATE
S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3,S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0,2024-10-28,2024-11-21,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241028T000438_20241028T000505_056295_06E4F0_FAE3__S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0,CANDIDATE
S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7,S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0,2024-11-09,2024-11-21,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7__S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0,CANDIDATE
S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7,S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C,2024-11-09,2024-12-03,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241109T000438_20241109T000505_056470_06EBDB_4CA7__S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C,CANDIDATE
S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0,S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C,2024-11-21,2024-12-03,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0__S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C,CANDIDATE
S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0,S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C,2024-11-21,2024-12-15,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241121T000437_20241121T000504_056645_06F2E5_34A0__S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C,CANDIDATE
S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C,S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C,2024-12-03,2024-12-15,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C__S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C,CANDIDATE
S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C,S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB,2024-12-03,2024-12-27,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241203T000436_20241203T000503_056820_06F9D4_299C__S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB,CANDIDATE
S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C,S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB,2024-12-15,2024-12-27,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C__S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB,CANDIDATE
S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C,S1A_IW_SLC__1SDV_20250108T000433_20250108T000500_057345_070E97_2270,2024-12-15,2025-01-08,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241215T000435_20241215T000502_056995_0700B5_E39C__S1A_IW_SLC__1SDV_20250108T000433_20250108T000500_057345_070E97_2270,CANDIDATE
S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB,S1A_IW_SLC__1SDV_20250108T000433_20250108T000500_057345_070E97_2270,2024-12-27,2025-01-08,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB__S1A_IW_SLC__1SDV_20250108T000433_20250108T000500_057345_070E97_2270,CANDIDATE
S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB,S1A_IW_SLC__1SDV_20250120T000432_20250120T000459_057520_071583_E5BE,2024-12-27,2025-01-20,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20241227T000434_20241227T000501_057170_0707B2_01AB__S1A_IW_SLC__1SDV_20250120T000432_20250120T000459_057520_071583_E5BE,CANDIDATE
S1A_IW_SLC__1SDV_20250108T000433_20250108T000500_057345_070E97_2270,S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940,2025-01-08,2025-02-01,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250108T000433_20250108T000500_057345_070E97_2270__S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940,CANDIDATE
S1A_IW_SLC__1SDV_20250120T000432_20250120T000459_057520_071583_E5BE,S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940,2025-01-20,2025-02-01,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250120T000432_20250120T000459_057520_071583_E5BE__S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940,CANDIDATE
S1A_IW_SLC__1SDV_20250120T000432_20250120T000459_057520_071583_E5BE,S1A_IW_SLC__1SDV_20250213T000431_20250213T000458_057870_07236F_0C69,2025-01-20,2025-02-13,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250120T000432_20250120T000459_057520_071583_E5BE__S1A_IW_SLC__1SDV_20250213T000431_20250213T000458_057870_07236F_0C69,CANDIDATE
S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940,S1A_IW_SLC__1SDV_20250213T000431_20250213T000458_057870_07236F_0C69,2025-02-01,2025-02-13,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940__S1A_IW_SLC__1SDV_20250213T000431_20250213T000458_057870_07236F_0C69,CANDIDATE
S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940,S1A_IW_SLC__1SDV_20250225T000431_20250225T000458_058045_072A96_C08F,2025-02-01,2025-02-25,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250201T000431_20250201T000458_057695_071C75_2940__S1A_IW_SLC__1SDV_20250225T000431_20250225T000458_058045_072A96_C08F,CANDIDATE
S1A_IW_SLC__1SDV_20250213T000431_20250213T000458_057870_07236F_0C69,S1A_IW_SLC__1SDV_20250225T000431_20250225T000458_058045_072A96_C08F,2025-02-13,2025-02-25,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250213T000431_20250213T000458_057870_07236F_0C69__S1A_IW_SLC__1SDV_20250225T000431_20250225T000458_058045_072A96_C08F,CANDIDATE
S1A_IW_SLC__1SDV_20250225T000431_20250225T000458_058045_072A96_C08F,S1A_IW_SLC__1SDV_20250321T000431_20250321T000458_058395_0738A4_3893,2025-02-25,2025-03-21,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250225T000431_20250225T000458_058045_072A96_C08F__S1A_IW_SLC__1SDV_20250321T000431_20250321T000458_058395_0738A4_3893,CANDIDATE
S1A_IW_SLC__1SDV_20250321T000431_20250321T000458_058395_0738A4_3893,S1A_IW_SLC__1SDV_20250402T000431_20250402T000459_058570_073FA9_572B,2025-03-21,2025-04-02,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250321T000431_20250321T000458_058395_0738A4_3893__S1A_IW_SLC__1SDV_20250402T000431_20250402T000459_058570_073FA9_572B,CANDIDATE
S1A_IW_SLC__1SDV_20250321T000431_20250321T000458_058395_0738A4_3893,S1A_IW_SLC__1SDV_20250414T000431_20250414T000458_058745_0746D8_756A,2025-03-21,2025-04-14,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250321T000431_20250321T000458_058395_0738A4_3893__S1A_IW_SLC__1SDV_20250414T000431_20250414T000458_058745_0746D8_756A,CANDIDATE
S1A_IW_SLC__1SDV_20250402T000431_20250402T000459_058570_073FA9_572B,S1A_IW_SLC__1SDV_20250414T000431_20250414T000458_058745_0746D8_756A,2025-04-02,2025-04-14,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250402T000431_20250402T000459_058570_073FA9_572B__S1A_IW_SLC__1SDV_20250414T000431_20250414T000458_058745_0746D8_756A,CANDIDATE
S1A_IW_SLC__1SDV_20250414T000431_20250414T000458_058745_0746D8_756A,S1A_IW_SLC__1SDV_20250508T000431_20250508T000458_059095_0754E8_BCF1,2025-04-14,2025-05-08,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250414T000431_20250414T000458_058745_0746D8_756A__S1A_IW_SLC__1SDV_20250508T000431_20250508T000458_059095_0754E8_BCF1,CANDIDATE
S1A_IW_SLC__1SDV_20250508T000431_20250508T000458_059095_0754E8_BCF1,S1A_IW_SLC__1SDV_20250601T000431_20250601T000458_059445_076109_473A,2025-05-08,2025-06-01,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250508T000431_20250508T000458_059095_0754E8_BCF1__S1A_IW_SLC__1SDV_20250601T000431_20250601T000458_059445_076109_473A,CANDIDATE
S1A_IW_SLC__1SDV_20250601T000431_20250601T000458_059445_076109_473A,S1A_IW_SLC__1SDV_20250625T000429_20250625T000456_059795_076D0D_75C7,2025-06-01,2025-06-25,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250601T000431_20250601T000458_059445_076109_473A__S1A_IW_SLC__1SDV_20250625T000429_20250625T000456_059795_076D0D_75C7,CANDIDATE
S1A_IW_SLC__1SDV_20250625T000429_20250625T000456_059795_076D0D_75C7,S1A_IW_SLC__1SDV_20250707T000429_20250707T000456_059970_07731E_9DCA,2025-06-25,2025-07-07,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250625T000429_20250625T000456_059795_076D0D_75C7__S1A_IW_SLC__1SDV_20250707T000429_20250707T000456_059970_07731E_9DCA,CANDIDATE
S1A_IW_SLC__1SDV_20250625T000429_20250625T000456_059795_076D0D_75C7,S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A,2025-06-25,2025-07-19,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250625T000429_20250625T000456_059795_076D0D_75C7__S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A,CANDIDATE
S1A_IW_SLC__1SDV_20250707T000429_20250707T000456_059970_07731E_9DCA,S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A,2025-07-07,2025-07-19,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250707T000429_20250707T000456_059970_07731E_9DCA__S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A,CANDIDATE
S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A,S1A_IW_SLC__1SDV_20250731T000430_20250731T000457_060320_077F24_0884,2025-07-19,2025-07-31,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A__S1A_IW_SLC__1SDV_20250731T000430_20250731T000457_060320_077F24_0884,CANDIDATE
S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A,S1A_IW_SLC__1SDV_20250812T000427_20250812T000454_060495_07859A_435E,2025-07-19,2025-08-12,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250719T000428_20250719T000455_060145_077923_2E2A__S1A_IW_SLC__1SDV_20250812T000427_20250812T000454_060495_07859A_435E,CANDIDATE
S1A_IW_SLC__1SDV_20250731T000430_20250731T000457_060320_077F24_0884,S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D,2025-07-31,2025-08-24,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250731T000430_20250731T000457_060320_077F24_0884__S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D,CANDIDATE
S1A_IW_SLC__1SDV_20250812T000427_20250812T000454_060495_07859A_435E,S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D,2025-08-12,2025-08-24,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250812T000427_20250812T000454_060495_07859A_435E__S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D,CANDIDATE
S1A_IW_SLC__1SDV_20250812T000427_20250812T000454_060495_07859A_435E,S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3,2025-08-12,2025-09-05,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250812T000427_20250812T000454_060495_07859A_435E__S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3,CANDIDATE
S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D,S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3,2025-08-24,2025-09-05,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D__S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3,CANDIDATE
